,filename,class,width,height,frames_per_second,num_frames,num_roles_in_video,class_selected(count>20),selected
1302,The_Matrix_3_drink_h_nm_np1_ri_goo_9.avi,drink,352,240,30.0,84,,1,False
1303,The_Matrix_3_drink_u_nm_np1_ri_med_10.avi,drink,352,240,30.0,105,1.0,1,True
1304,TrumanShow_drink_h_nm_np1_ri_goo_22.avi,drink,432,240,30.0,78,1.0,1,True
1305,Two_Towers_3_drink_h_nm_np1_fr_goo_11.avi,drink,352,240,30.0,93,8.0,1,False
1306,Veoh_Alpha_Dog_1_drink_h_nm_np1_fr_goo_61.avi,drink,592,240,30.0,98,3.0,1,False
1307,Veoh_Alpha_Dog_1_drink_u_nm_np1_fr_goo_40.avi,drink,592,240,30.0,115,11.0,1,False
1308,Veoh_Alpha_Dog_2_drink_u_nm_np1_fr_goo_5.avi,drink,592,240,30.0,135,13.0,1,False
1309,WeddingCrashers_drink_h_cm_np1_le_goo_5.avi,drink,560,240,30.0,79,3.0,1,False
1310,WeddingCrashers_drink_h_nm_np2_fr_goo_15.avi,drink,560,240,30.0,78,3.0,1,False
1311,gangboy256kb_drink_h_nm_np1_ri_goo_0.avi,drink,320,240,30.0,107,15.0,1,False
1312,prideandprejudice1_drink_u_nm_np1_fr_goo_12.avi,drink,416,240,30.0,80,1.0,1,True
1313,prideandprejudice1_drink_u_nm_np1_fr_goo_7.avi,drink,416,240,30.0,74,8.0,1,False
1314,20060723sfjffdabaum_eat_h_cm_np1_fr_goo_0.avi,eat,320,240,30.0,79,3.0,1,False
1315,20060723sfjffsomelikeitwarmed_eat_u_cm_np1_fr_med_2.avi,eat,320,240,30.0,53,1.0,1,True
1316,20060723sfjffsomelikeitwarmed_eat_u_cm_np1_ri_med_3.avi,eat,320,240,30.0,79,2.0,1,False
1317,310ToYuma_eat_u_nm_np1_fr_med_4.avi,eat,560,240,30.0,79,6.0,1,False
1318,AMADEUS_eat_u_nm_np1_fr_goo_10.avi,eat,416,240,30.0,79,3.0,1,False
1319,AMADEUS_eat_u_nm_np1_fr_med_5.avi,eat,416,240,30.0,79,8.0,1,False
1320,AMADEUS_eat_u_nm_np1_fr_med_6.avi,eat,416,240,30.0,79,2.0,1,False
1321,APOCALYPTO_eat_u_nm_np1_fr_goo_6.avi,eat,416,240,30.0,84,3.0,1,False
1322,AmericanGangster_eat_u_cm_np1_fr_bad_62.avi,eat,432,240,30.0,46,,1,False
1323,AmericanGangster_eat_u_nm_np1_fr_med_12.avi,eat,432,240,30.0,81,3.0,1,False
1324,American_History_X_eat_h_nm_np1_fr_goo_47.avi,eat,320,240,30.0,96,1.0,1,True
1325,BIG_FISH_eat_h_nm_np1_fr_goo_15.avi,eat,432,240,30.0,73,3.0,1,False
1326,BIG_FISH_eat_h_nm_np1_ri_goo_30.avi,eat,432,240,30.0,60,3.0,1,False
1327,BIG_FISH_eat_u_nm_np1_fr_goo_16.avi,eat,432,240,30.0,66,1.0,1,True
1328,BIG_FISH_eat_u_nm_np1_fr_goo_19.avi,eat,432,240,30.0,78,4.0,1,False
1329,BeforeNightFalls_eat_u_nm_np1_fr_med_0.avi,eat,432,240,30.0,83,5.0,1,False
1330,CastAway1_eat_h_nm_np1_fr_goo_22.avi,eat,432,240,30.0,84,1.0,1,True
1331,CastAway1_eat_h_nm_np1_fr_goo_8.avi,eat,432,240,30.0,80,23.0,1,False
1332,CastAway1_eat_u_nm_np1_fr_med_23.avi,eat,432,240,30.0,139,3.0,1,False
1333,CastAway1_eat_u_nm_np2_fr_goo_6.avi,eat,432,240,30.0,79,2.0,1,False
1334,CastAway1_eat_u_nm_np2_fr_med_5.avi,eat,432,240,30.0,133,2.0,1,False
1335,CastAway2_eat_h_cm_np1_fr_goo_1.avi,eat,432,240,30.0,187,8.0,1,False
1336,CastAway2_eat_u_nm_np1_fr_med_0.avi,eat,432,240,30.0,223,,1,False
1337,CharlieAndTheChocolateFactory_eat_h_nm_np1_fr_goo_10.avi,eat,432,240,30.0,110,7.0,1,False
1338,CharlieAndTheChocolateFactory_eat_h_nm_np1_fr_goo_21.avi,eat,432,240,30.0,48,1.0,1,True
1339,CharlieAndTheChocolateFactory_eat_h_nm_np1_fr_goo_8.avi,eat,432,240,30.0,79,4.0,1,False
1340,CharlieAndTheChocolateFactory_eat_h_nm_np1_fr_med_23.avi,eat,432,240,30.0,86,,1,False
1341,CharlieAndTheChocolateFactory_eat_h_nm_np1_ri_goo_6.avi,eat,432,240,30.0,51,2.0,1,False
1342,CharlieAndTheChocolateFactory_eat_u_nm_np1_fr_goo_22.avi,eat,432,240,30.0,80,9.0,1,False
1343,CharlieAndTheChocolateFactory_eat_u_nm_np1_le_med_0.avi,eat,432,240,30.0,53,1.0,1,True
1344,ChildrenOfMen_eat_u_cm_np1_fr_med_3.avi,eat,448,240,30.0,79,14.0,1,False
1345,ChildrenOfMen_eat_u_cm_np1_fr_med_4.avi,eat,448,240,30.0,80,1.0,1,True
1346,Crash_eat_h_cm_np1_fr_med_11.avi,eat,560,240,30.0,79,8.0,1,False
1347,DONNIE_DARKO_eat_h_nm_np1_fr_goo_0.avi,eat,416,240,30.0,53,2.0,1,False
1348,DONNIE_DARKO_eat_h_nm_np1_fr_med_1.avi,eat,416,240,30.0,79,1.0,1,True
1349,EVOLUTION_eat_u_cm_np1_fr_goo_16.avi,eat,432,240,30.0,104,4.0,1,False
1350,Finding_Forrester_3_eat_h_nm_np1_fr_goo_14.avi,eat,352,240,30.0,126,1.0,1,True
1351,Glory_eat_h_cm_np1_fr_med_8.avi,eat,432,240,30.0,125,15.0,1,False
1352,HP_PRISONER_OF_AZKABAN_eat_u_cm_np1_fr_goo_9.avi,eat,560,240,30.0,50,3.0,1,False
1353,Hitch_Part_2_eat_h_nm_np1_fr_goo_0.avi,eat,560,240,30.0,53,7.0,1,False
1354,IamLegendII_eat_h_nm_np1_le_goo_8.avi,eat,576,240,30.0,106,1.0,1,True
1355,IamLegendII_eat_u_nm_np1_fr_med_5.avi,eat,576,240,30.0,81,1.0,1,True
1356,IamLegendII_eat_u_nm_np1_fr_med_6.avi,eat,576,240,30.0,134,1.0,1,True
1357,IamLegend_eat_h_nm_np1_le_goo_25.avi,eat,560,240,30.0,107,8.0,1,False
1358,IamLegend_eat_h_nm_np1_ri_goo_26.avi,eat,560,240,30.0,83,4.0,1,False
1359,IamLegend_eat_u_nm_np1_fr_med_15.avi,eat,560,240,30.0,77,1.0,1,True
1360,IamLegend_eat_u_nm_np1_ri_med_2.avi,eat,560,240,30.0,104,2.0,1,False
1361,KUNG_FU_HUSTLE_eat_h_cm_np1_le_goo_25.avi,eat,560,240,30.0,103,10.0,1,False
1362,LONGESTYARD_eat_h_cm_np1_ri_goo_23.avi,eat,560,240,30.0,72,4.0,1,False
1363,MeettheParents_eat_h_nm_np1_fr_goo_3.avi,eat,416,240,30.0,56,,1,False
1364,MeettheParents_eat_u_nm_np1_fr_med_2.avi,eat,416,240,30.0,79,8.0,1,False
1365,NOVA_ELEGANTUNIVERSE3_eat_h_nm_np1_ri_goo_0.avi,eat,320,240,30.0,113,1.0,1,True
1366,NoCountryForOldMen_eat_u_nm_np1_fr_med_2.avi,eat,400,240,30.0,79,2.0,1,False
1367,Oceans11_eat_h_cm_np1_le_goo_2.avi,eat,576,240,30.0,79,2.0,1,False
1368,Oceans11_eat_u_cm_np1_fr_med_7.avi,eat,576,240,30.0,54,1.0,1,True
1369,Oceans12_eat_h_nm_np1_fr_goo_4.avi,eat,416,240,30.0,57,2.0,1,False
1370,OldSchool_eat_h_nm_np1_fr_goo_20.avi,eat,320,240,30.0,48,2.0,1,False
1371,Pirates_3_eat_h_cm_np1_fr_goo_3.avi,eat,352,240,30.0,75,1.0,1,True
1372,Pirates_3_eat_h_nm_np1_fr_goo_4.avi,eat,352,240,30.0,56,,1,False
1373,Pirates_4_eat_h_nm_np1_fr_goo_3.avi,eat,352,240,30.0,105,1.0,1,True
1374,Prelinger_HabitPat1954_eat_u_nm_np1_fr_goo_16.avi,eat,352,240,30.0,96,3.0,1,False
1375,Prelinger_HabitPat1954_eat_u_nm_np1_fr_goo_17.avi,eat,352,240,30.0,78,,1,False
1376,RATRACE_eat_h_nm_np1_fr_goo_12.avi,eat,560,240,30.0,55,1.0,1,True
1377,RETURN_OF_THE_KING_eat_h_nm_np1_fr_goo_18.avi,eat,560,240,30.0,54,,1,False
1378,RETURN_OF_THE_KING_eat_h_nm_np1_le_goo_19.avi,eat,560,240,30.0,48,,1,False
1379,RETURN_OF_THE_KING_eat_h_nm_np1_le_goo_21.avi,eat,560,240,30.0,104,3.0,1,False
1380,RETURN_OF_THE_KING_eat_h_nm_np1_ri_bad_17.avi,eat,560,240,30.0,73,3.0,1,False
1381,RETURN_OF_THE_KING_eat_h_nm_np1_ri_goo_16.avi,eat,560,240,30.0,56,2.0,1,False
1382,RETURN_OF_THE_KING_eat_u_nm_np1_le_med_15.avi,eat,560,240,30.0,108,2.0,1,False
1383,RETURN_OF_THE_KING_eat_u_nm_np1_ri_med_20.avi,eat,560,240,30.0,108,2.0,1,False
1384,Return_of_the_King_1_eat_h_nm_np1_fr_goo_1.avi,eat,352,240,30.0,96,1.0,1,True
1385,Return_of_the_King_5_eat_h_nm_np1_fr_goo_6.avi,eat,352,240,30.0,59,2.0,1,False
1386,Return_of_the_King_5_eat_h_nm_np1_le_goo_8.avi,eat,352,240,30.0,41,,1,False
1387,Return_of_the_King_5_eat_h_nm_np1_ri_goo_5.avi,eat,352,240,30.0,67,2.0,1,False
1388,Return_of_the_King_5_eat_u_nm_np1_le_med_4.avi,eat,352,240,30.0,120,2.0,1,False
1389,SocialSeminarChanging_eat_u_cm_np1_fr_goo_2.avi,eat,320,240,30.0,137,7.0,1,False
1390,SocialSeminarChanging_eat_u_cm_np1_fr_med_1.avi,eat,320,240,30.0,162,8.0,1,False
1391,SocialSeminarGuy_eat_u_cm_np1_fr_med_0.avi,eat,320,240,30.0,102,1.0,1,True
1392,StrangerThanFiction_eat_h_nm_np1_ri_goo_4.avi,eat,448,240,30.0,169,3.0,1,False
1393,StrangerThanFiction_eat_u_nm_np1_ri_med_3.avi,eat,448,240,30.0,85,2.0,1,False
1394,Superbad_eat_u_nm_np1_fr_goo_1.avi,eat,432,240,30.0,81,6.0,1,False
1395,SweeneyTodd_eat_h_nm_np1_fr_bad_1.avi,eat,432,240,30.0,102,15.0,1,False
1396,SweeneyTodd_eat_h_nm_np1_fr_goo_15.avi,eat,432,240,30.0,75,2.0,1,False
1397,SweeneyTodd_eat_u_cm_np1_le_med_39.avi,eat,432,240,30.0,78,,1,False
1398,THE_PROTECTOR_eat_h_cm_np1_fr_goo_51.avi,eat,416,240,30.0,85,,1,False
1399,THE_PROTECTOR_eat_u_nm_np1_le_goo_16.avi,eat,416,240,30.0,80,7.0,1,False
1400,THE_PROTECTOR_eat_u_nm_np1_le_goo_58.avi,eat,416,240,30.0,77,7.0,1,False
1401,THE_PROTECTOR_eat_u_nm_np1_le_goo_59.avi,eat,416,240,30.0,78,9.0,1,False
1402,TheBoondockSaints_eat_h_nm_np1_fr_med_81.avi,eat,480,240,30.0,50,1.0,1,True
1403,TheBoondockSaints_eat_u_cm_np1_fr_bad_76.avi,eat,480,240,30.0,48,1.0,1,True
1404,TheBoondockSaints_eat_u_nm_np1_fr_goo_47.avi,eat,480,240,30.0,78,1.0,1,True
1405,The_Departed_-_Part_1_eat_h_nm_np1_fr_goo_10.avi,eat,560,240,30.0,81,6.0,1,False
1406,The_Departed_-_Part_1_eat_h_nm_np1_fr_goo_4.avi,eat,560,240,30.0,77,13.0,1,False
1407,The_Departed_-_Part_1_eat_h_nm_np1_fr_goo_5.avi,eat,560,240,30.0,78,8.0,1,False
1408,The_Departed_-_Part_1_eat_u_nm_np1_fr_goo_1.avi,eat,560,240,30.0,54,2.0,1,False
1409,The_Departed_-_Part_1_eat_u_nm_np1_fr_med_2.avi,eat,560,240,30.0,53,3.0,1,False
1410,The_Departed_-_Part_1_eat_u_nm_np1_le_goo_0.avi,eat,560,240,30.0,81,3.0,1,False
1411,The_Fugitive_4_eat_h_nm_np1_fr_goo_0.avi,eat,352,240,30.0,85,6.0,1,False
1412,The_Matrix_3_eat_h_nm_np1_fr_goo_12.avi,eat,352,240,30.0,239,,1,False
1413,The_Matrix_Revolutions_2_eat_h_nm_np1_fr_goo_0.avi,eat,352,240,30.0,59,1.0,1,True
1414,The_Matrix_Revolutions_2_eat_h_nm_np1_fr_goo_1.avi,eat,352,240,30.0,127,1.0,1,True
1415,TrumanShow_eat_u_cm_np1_ri_med_27.avi,eat,432,240,30.0,108,8.0,1,False
1416,Two_Towers_1_eat_h_nm_np1_fr_goo_0.avi,eat,352,240,30.0,132,2.0,1,False
1417,Two_Towers_3_eat_h_nm_np1_fr_goo_10.avi,eat,352,240,30.0,108,,1,False
1418,WeddingCrashers_eat_h_cm_np1_fr_med_4.avi,eat,560,240,30.0,53,10.0,1,False
1419,WeddingCrashers_eat_h_nm_np1_fr_goo_12.avi,eat,560,240,30.0,75,17.0,1,False
1420,WeddingCrashers_eat_h_nm_np1_fr_goo_8.avi,eat,560,240,30.0,75,4.0,1,False
1421,preparationoffoods256kb_eat_h_cm_np1_le_goo_0.avi,eat,320,240,30.0,83,4.0,1,False
1422,20060723sfjfffightcoldplay_fall_floor_f_cm_np1_fr_med_0.avi,fall_floor,320,240,30.0,55,7.0,0,False
1423,50_FIRST_DATES_fall_floor_f_cm_np1_fr_med_14.avi,fall_floor,320,240,30.0,51,10.0,0,False
1424,APOCALYPTO_fall_floor_f_nm_np1_ba_med_5.avi,fall_floor,416,240,30.0,64,3.0,0,False
1425,American_History_X_fall_floor_f_cm_np1_ba_med_3.avi,fall_floor,320,240,30.0,34,1.0,0,False
1426,American_History_X_fall_floor_f_cm_np1_le_bad_1.avi,fall_floor,320,240,30.0,110,2.0,0,False
1427,American_History_X_fall_floor_f_nm_np1_ba_bad_10.avi,fall_floor,320,240,30.0,63,5.0,0,False
1428,BATMAN_BEGINS_fall_floor_f_cm_np1_ba_med_11.avi,fall_floor,560,240,30.0,72,,0,False
1429,BATMAN_BEGINS_fall_floor_f_cm_np1_ba_med_3.avi,fall_floor,560,240,30.0,49,,0,False
1430,BATMAN_BEGINS_fall_floor_f_cm_np1_ba_med_5.avi,fall_floor,560,240,30.0,48,4.0,0,False
1431,BATMAN_BEGINS_fall_floor_h_cm_np1_fr_bad_2.avi,fall_floor,560,240,30.0,74,7.0,0,False
1432,BIG_FISH_fall_floor_f_cm_np1_fr_med_24.avi,fall_floor,432,240,30.0,72,8.0,0,False
1433,BIG_FISH_fall_floor_f_nm_np1_fr_bad_21.avi,fall_floor,432,240,30.0,47,2.0,0,False
1434,BIG_FISH_fall_floor_f_nm_np1_fr_med_11.avi,fall_floor,432,240,30.0,72,2.0,0,False
1435,BIG_FISH_fall_floor_f_nm_np1_fr_med_26.avi,fall_floor,432,240,30.0,79,1.0,0,False
1436,BLACK_HAWK_DOWN_fall_floor_f_cm_np1_fr_bad_34.avi,fall_floor,560,240,30.0,47,3.0,0,False
1437,BLACK_HAWK_DOWN_fall_floor_f_cm_np1_ri_med_13.avi,fall_floor,560,240,30.0,55,,0,False
1438,BLACK_HAWK_DOWN_fall_floor_u_cm_np1_fr_med_0.avi,fall_floor,560,240,30.0,77,7.0,0,False
1439,Blade_Vs_Deacon_Frost_Sword_Fight_Scene_fall_floor_f_cm_np2_fr_med_3.avi,fall_floor,360,240,30.0,60,1.0,0,False
1440,CasinoRoyale_fall_floor_f_cm_np1_fr_med_7.avi,fall_floor,592,240,30.0,79,1.0,0,False
1441,CastAway1_fall_floor_u_nm_np1_fr_med_11.avi,fall_floor,432,240,30.0,57,,0,False
1442,Catch_Me_If_You_Can_fall_floor_f_cm_np1_fr_med_0.avi,fall_floor,432,240,30.0,79,3.0,0,False
1443,Crash_fall_floor_u_cm_np1_fr_med_1.avi,fall_floor,560,240,30.0,49,6.0,0,False
1444,EVOLUTION_fall_floor_f_cm_np1_fr_med_21.avi,fall_floor,432,240,30.0,50,,0,False
1445,EVOLUTION_fall_floor_f_nm_np1_ba_med_5.avi,fall_floor,432,240,30.0,48,16.0,0,False
1446,Fellowship_3_fall_floor_f_nm_np1_fr_med_3.avi,fall_floor,352,240,30.0,59,,0,False
1447,Fellowship_4_fall_floor_u_cm_np1_fr_med_5.avi,fall_floor,352,240,30.0,86,,0,False
1448,Fellowship_5_fall_floor_u_cm_np1_fr_med_8.avi,fall_floor,352,240,30.0,50,,0,False
1449,Fellowship_6_fall_floor_f_nm_np1_fr_med_9.avi,fall_floor,352,240,30.0,43,,0,False
1450,Fellowship_7_fall_floor_f_cm_np1_ba_med_2.avi,fall_floor,352,240,30.0,49,1.0,0,False
1451,Fellowship_7_fall_floor_f_cm_np1_ba_med_3.avi,fall_floor,352,240,30.0,46,2.0,0,False
1452,Finding_Forrester_3_fall_floor_f_cm_np2_ri_med_1.avi,fall_floor,352,240,30.0,79,20.0,0,False
1453,Glory_fall_floor_f_cm_np1_ba_med_46.avi,fall_floor,432,240,30.0,54,5.0,0,False
1454,Glory_fall_floor_f_cm_np1_fr_med_39.avi,fall_floor,432,240,30.0,63,7.0,0,False
1455,Glory_fall_floor_u_cm_np1_fr_med_55.avi,fall_floor,432,240,30.0,148,,0,False
1456,HP_PRISONER_OF_AZKABAN_fall_floor_f_cm_np1_ri_med_5.avi,fall_floor,560,240,30.0,49,3.0,0,False
1457,HP_PRISONER_OF_AZKABAN_fall_floor_u_cm_np1_fr_med_14.avi,fall_floor,560,240,30.0,50,4.0,0,False
1458,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_ba_bad_20.avi,fall_floor,560,240,30.0,73,,0,False
1459,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_ba_bad_21.avi,fall_floor,560,240,30.0,54,,0,False
1460,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_ba_bad_33.avi,fall_floor,560,240,30.0,48,,0,False
1461,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_ba_bad_49.avi,fall_floor,560,240,30.0,50,,0,False
1462,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_ba_med_35.avi,fall_floor,560,240,30.0,48,2.0,0,False
1463,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_ba_med_50.avi,fall_floor,560,240,30.0,74,5.0,0,False
1464,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_fr_bad_22.avi,fall_floor,560,240,30.0,50,6.0,0,False
1465,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_fr_bad_36.avi,fall_floor,560,240,30.0,74,4.0,0,False
1466,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_fr_bad_47.avi,fall_floor,560,240,30.0,45,2.0,0,False
1467,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_fr_med_40.avi,fall_floor,560,240,30.0,47,2.0,0,False
1468,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_le_med_3.avi,fall_floor,560,240,30.0,78,31.0,0,False
1469,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_le_med_41.avi,fall_floor,560,240,30.0,48,,0,False
1470,KUNG_FU_HUSTLE_fall_floor_f_cm_np1_ri_med_19.avi,fall_floor,560,240,30.0,51,5.0,0,False
1471,KUNG_FU_HUSTLE_fall_floor_f_nm_np1_ba_bad_23.avi,fall_floor,560,240,30.0,49,,0,False
1472,KUNG_FU_HUSTLE_fall_floor_f_nm_np1_ba_bad_54.avi,fall_floor,560,240,30.0,49,2.0,0,False
1473,KUNG_FU_HUSTLE_fall_floor_f_nm_np1_le_bad_0.avi,fall_floor,560,240,30.0,49,,0,False
1474,KUNG_FU_HUSTLE_fall_floor_f_nm_np1_le_med_13.avi,fall_floor,560,240,30.0,55,3.0,0,False
1475,KUNG_FU_HUSTLE_fall_floor_u_cm_np1_fr_med_8.avi,fall_floor,560,240,30.0,49,10.0,0,False
1476,KUNG_FU_HUSTLE_fall_floor_u_nm_np1_le_med_4.avi,fall_floor,560,240,30.0,49,6.0,0,False
1477,LONGESTYARD_fall_floor_f_cm_np1_ba_med_13.avi,fall_floor,560,240,30.0,51,18.0,0,False
1478,LONGESTYARD_fall_floor_f_cm_np1_fr_med_19.avi,fall_floor,560,240,30.0,49,,0,False
1479,LONGESTYARD_fall_floor_f_cm_np1_fr_med_25.avi,fall_floor,560,240,30.0,51,13.0,0,False
1480,LONGESTYARD_fall_floor_f_cm_np1_le_bad_2.avi,fall_floor,560,240,30.0,78,7.0,0,False
1481,LONGESTYARD_fall_floor_f_cm_np1_le_med_12.avi,fall_floor,560,240,30.0,50,7.0,0,False
1482,LONGESTYARD_fall_floor_f_cm_np1_le_med_17.avi,fall_floor,560,240,30.0,48,26.0,0,False
1483,LONGESTYARD_fall_floor_f_cm_np1_le_med_31.avi,fall_floor,560,240,30.0,47,5.0,0,False
1484,LONGESTYARD_fall_floor_h_nm_np1_fr_med_5.avi,fall_floor,560,240,30.0,56,24.0,0,False
1485,MeettheFockers_fall_floor_f_nm_np1_fr_med_11.avi,fall_floor,448,240,30.0,76,20.0,0,False
1486,MeettheFockers_fall_floor_f_nm_np1_fr_med_5.avi,fall_floor,448,240,30.0,79,3.0,0,False
1487,OldSchool_fall_floor_f_cm_np1_ri_med_17.avi,fall_floor,320,240,30.0,56,23.0,0,False
1488,Pirates_6_fall_floor_f_cm_np1_fr_bad_5.avi,fall_floor,352,240,30.0,49,6.0,0,False
1489,Pirates_7_fall_floor_f_nm_np3_le_med_2.avi,fall_floor,352,240,30.0,44,14.0,0,False
1490,Prelinger_ActYourA1949_fall_floor_f_cm_np1_ri_med_11.avi,fall_floor,352,240,30.0,58,2.0,0,False
1491,Prelinger_ActYourA1949_fall_floor_f_nm_np1_ri_med_9.avi,fall_floor,352,240,30.0,78,4.0,0,False
1492,RATRACE_fall_floor_f_cm_np1_fr_med_2.avi,fall_floor,560,240,30.0,80,9.0,0,False
1493,RATRACE_fall_floor_u_cm_np1_fr_bad_23.avi,fall_floor,560,240,30.0,53,2.0,0,False
1494,RETURN_OF_THE_KING_fall_floor_f_cm_np1_ba_bad_36.avi,fall_floor,560,240,30.0,47,1.0,0,False
1495,RETURN_OF_THE_KING_fall_floor_f_cm_np1_ba_med_51.avi,fall_floor,560,240,30.0,49,,0,False
1496,RETURN_OF_THE_KING_fall_floor_f_cm_np1_fr_bad_30.avi,fall_floor,560,240,30.0,49,,0,False
1497,RETURN_OF_THE_KING_fall_floor_f_cm_np1_fr_med_33.avi,fall_floor,560,240,30.0,73,,0,False
1498,RETURN_OF_THE_KING_fall_floor_f_cm_np1_fr_med_39.avi,fall_floor,560,240,30.0,26,,0,False
1499,RETURN_OF_THE_KING_fall_floor_f_nm_np1_fr_med_49.avi,fall_floor,560,240,30.0,49,1.0,0,False
1500,RETURN_OF_THE_KING_fall_floor_l_cm_np1_ba_med_44.avi,fall_floor,560,240,30.0,49,,0,False
1501,RETURN_OF_THE_KING_fall_floor_u_cm_np1_fr_med_37.avi,fall_floor,560,240,30.0,45,2.0,0,False
1502,RETURN_OF_THE_KING_fall_floor_u_cm_np2_fr_med_1.avi,fall_floor,560,240,30.0,50,,0,False
1503,RETURN_OF_THE_KING_fall_floor_u_nm_np2_ba_med_35.avi,fall_floor,560,240,30.0,45,,0,False
1504,Return_of_the_King_1_fall_floor_u_nm_np1_le_med_8.avi,fall_floor,352,240,30.0,43,3.0,0,False
1505,Return_of_the_King_4_fall_floor_u_cm_np1_fr_med_9.avi,fall_floor,352,240,30.0,89,2.0,0,False
1506,Return_of_the_King_8_fall_floor_f_cm_np1_ba_med_2.avi,fall_floor,352,240,30.0,39,,0,False
1507,RushHour2_fall_floor_f_cm_np1_fr_bad_3.avi,fall_floor,576,240,30.0,78,,0,False
1508,Superbad_fall_floor_u_nm_np1_ba_bad_3.avi,fall_floor,432,240,30.0,55,1.0,0,False
1509,SweeneyTodd_fall_floor_u_nm_np1_fr_bad_12.avi,fall_floor,432,240,30.0,48,,0,False
1510,THE_PROTECTOR_fall_floor_f_cm_np1_ba_bad_31.avi,fall_floor,416,240,30.0,47,,0,False
1511,THE_PROTECTOR_fall_floor_f_cm_np1_ba_bad_87.avi,fall_floor,416,240,30.0,50,,0,False
1512,THE_PROTECTOR_fall_floor_f_cm_np1_ba_med_6.avi,fall_floor,416,240,30.0,43,,0,False
1513,THE_PROTECTOR_fall_floor_f_cm_np1_ba_med_85.avi,fall_floor,416,240,30.0,49,10.0,0,False
1514,THE_PROTECTOR_fall_floor_f_cm_np1_fr_bad_41.avi,fall_floor,416,240,30.0,48,15.0,0,False
1515,THE_PROTECTOR_fall_floor_f_cm_np1_fr_med_33.avi,fall_floor,416,240,30.0,47,5.0,0,False
1516,THE_PROTECTOR_fall_floor_f_cm_np1_fr_med_36.avi,fall_floor,416,240,30.0,49,17.0,0,False
1517,THE_PROTECTOR_fall_floor_f_cm_np1_fr_med_55.avi,fall_floor,416,240,30.0,49,8.0,0,False
1518,THE_PROTECTOR_fall_floor_f_cm_np1_fr_med_89.avi,fall_floor,416,240,30.0,49,7.0,0,False
1519,THE_PROTECTOR_fall_floor_f_cm_np1_le_med_75.avi,fall_floor,416,240,30.0,47,4.0,0,False
1520,THE_PROTECTOR_fall_floor_f_cm_np1_le_med_98.avi,fall_floor,416,240,30.0,78,2.0,0,False
1521,THE_PROTECTOR_fall_floor_f_cm_np1_ri_bad_73.avi,fall_floor,416,240,30.0,50,5.0,0,False
1522,THE_PROTECTOR_fall_floor_f_nm_np1_ba_bad_20.avi,fall_floor,416,240,30.0,50,,0,False
1523,THE_PROTECTOR_fall_floor_f_nm_np1_ba_bad_65.avi,fall_floor,416,240,30.0,79,,0,False
1524,THE_PROTECTOR_fall_floor_f_nm_np1_ba_bad_74.avi,fall_floor,416,240,30.0,49,5.0,0,False
1525,THE_PROTECTOR_fall_floor_f_nm_np1_ba_bad_94.avi,fall_floor,416,240,30.0,49,6.0,0,False
1526,THE_PROTECTOR_fall_floor_f_nm_np1_fr_bad_100.avi,fall_floor,416,240,30.0,138,,0,False
1527,THE_PROTECTOR_fall_floor_f_nm_np1_fr_bad_93.avi,fall_floor,416,240,30.0,47,16.0,0,False
1528,THE_PROTECTOR_fall_floor_f_nm_np1_fr_goo_10.avi,fall_floor,416,240,30.0,48,13.0,0,False
1529,THE_PROTECTOR_fall_floor_f_nm_np1_fr_med_18.avi,fall_floor,416,240,30.0,83,7.0,0,False
1530,THE_PROTECTOR_fall_floor_f_nm_np1_fr_med_61.avi,fall_floor,416,240,30.0,84,4.0,0,False
1531,THE_PROTECTOR_fall_floor_f_nm_np1_fr_med_84.avi,fall_floor,416,240,30.0,48,5.0,0,False
1532,THE_PROTECTOR_fall_floor_f_nm_np1_le_bad_2.avi,fall_floor,416,240,30.0,23,18.0,0,False
1533,THE_PROTECTOR_fall_floor_f_nm_np1_le_bad_67.avi,fall_floor,416,240,30.0,47,2.0,0,False
1534,THE_PROTECTOR_fall_floor_f_nm_np1_ri_bad_92.avi,fall_floor,416,240,30.0,49,3.0,0,False
1535,THE_PROTECTOR_fall_floor_u_cm_np1_ba_med_86.avi,fall_floor,416,240,30.0,50,6.0,0,False
1536,THE_PROTECTOR_fall_floor_u_cm_np1_fr_med_56.avi,fall_floor,416,240,30.0,45,6.0,0,False
1537,TheBoondockSaints_fall_floor_f_nm_np1_ba_bad_40.avi,fall_floor,480,240,30.0,48,,0,False
1538,TheBoondockSaints_fall_floor_f_nm_np1_fr_med_65.avi,fall_floor,480,240,30.0,44,4.0,0,False
1539,TheBoondockSaints_fall_floor_f_nm_np2_ba_bad_66.avi,fall_floor,480,240,30.0,47,,0,False
1540,TheBoondockSaints_fall_floor_h_cm_np1_ri_bad_117.avi,fall_floor,480,240,30.0,75,,0,False
